Text,'Love','Joy','Anxiety','Sorrow','Expect','Hate','Surprise','Anger',pred
这也 种 生活 方式 只是 苦 孩子 她 女儿 跟 女儿 差不多 大 小不点 好 朋友 她 每次 看 带 女儿 出去 玩 就 很 羡慕 我会 偶 而 带 她俩 看 书 给 她们 讲 故事,1,0,0,1,0,0,0,0,"Love,Joy,Anxiety,Sorrow,Expect,Hate,Surprise,Anger"
也 会 偶而 给 她 扎 各种 小 辫子 让 她 臭 美 次,1,1,0,0,0,0,0,0,"Love,Joy,Anxiety,Sorrow,Expect,Hate,Surprise,Anger"
老板娘 说 她 五 年 没 回家 过年 今年 回去 房子 也 买 尽管 离 市区 远 说不定 以后 就 好 地方,0,0,0,1,1,0,0,0,Expect
他们 生活 一成 不 变 天天 如此 别人 看着 死水 一样 日子 他们 过 有滋有味 对 他们 来说 生活 不 需要 波澜 爱情 不 需要 轰 烈 有钱 花 屋 住 就 安居乐业 够,0,1,0,0,0,0,0,0,Joy
本分 实在 和谐,1,0,0,0,0,0,0,0,Love
碰到 以前 同事 他 问 近况 然后 说 好好 工作 好好 生活 好好 过,0,0,0,0,1,0,0,0,Joy
简单 话语 深情 叮咛,1,0,0,0,0,0,0,0,"Love,Expect"
最近 总 接到 家 人 电话 让 我回 他们 身边 对于 漂泊 理解 他们 概念 流浪 －－－－ 没有 一个 温暖 家 没有 副 可以 依靠 肩膀,0,0,0,1,0,0,0,0,Sorrow
没有人 知道 我能 面对 多少 风雨 能 承担 多 大 负荷 他们 心里 仿佛 还是 那个 娇娇 柔柔的 玲珑 女子,0,0,0,1,0,0,0,0,Anxiety
不 舍 对于 郑州,0,0,0,1,0,0,0,0,Sorrow
那么 多 梦想 那么 多 情感 那么 多 付出 那么 多 渴望 都 这里 纠缠,0,0,1,0,1,0,0,0,"Anxiety,Sorrow"
成功 惊喜 爱情 炫 烂 走近 又 走远 而 我还 勇猛 地 跋涉 路上,1,1,0,0,0,0,0,0,Joy
爱 着 人 都 勇敢,1,0,0,0,0,0,0,0,"Love,Expect"
只是 这种 个性 有时 伤 别人 有时 伤,0,0,0,1,0,0,0,0,Sorrow
习惯 一个 人 进 一个 人 出 一个人 失神 一个 人 浅 渡,0,0,0,1,0,0,0,0,"Joy,Sorrow"
但 一个 信念 好好 工作 好好 生活 好好 过,0,0,0,0,1,0,0,0,Expect
不 贪图 荣华 只要 内心 安宁 抗拒 诱惑 只要 淡然 心境 善待 朋友 只要 共享 喜悦,1,1,0,0,0,0,0,0,"Joy,Expect"
不 放弃 对 最 好 信任,1,0,0,0,0,0,0,0,Love
好好 生活 这里 爱 着 我的 工作 爱 着 我爱 人,1,0,0,0,0,0,0,0,"Love,Expect"
种 声音 浅吟 低唱,1,0,0,0,0,0,0,0,Love
夜晚 独 坐 又 年 秋,0,0,0,1,0,0,0,0,Sorrow
没 来得及 编发 已 收到 条 又 条 有名 无名 短信 别人 祝福 先期 来到 心 愧疚 想 句 话 ： 让 爱 先行一步,1,0,0,1,0,0,0,0,"Sorrow,Expect"
有人 远行 车上 有人 背井离乡 有人 暗自 怀念 有人 无语 悲伤 中秋 何止 种 情怀,0,0,0,1,0,0,0,0,Sorrow
给 家人 打 电话 送 去 中秋 问候 也 报 平安 听到 熟悉 声音 些许 安慰,1,1,0,0,1,0,0,0,Joy
他 说 你 生活 就 如此 简单,0,0,0,0,0,0,1,0,Joy
忽然 想到 好久 没有 品尝 节日 欢乐 春节 也 人 度过,0,0,0,1,0,0,0,0,Joy
块 玩 闹 朋友 突然间 全部 消失 旅游 会友 不忍 打搅 他们 难得 假期 希望 他们 都 玩 开心 只是 内心 孤独 难以 驱逐,0,0,0,1,1,0,0,0,Sorrow
想 起 许巍 歌 ： 又想 起 身边 走 路上 朋友 有多少 正 疗伤,0,0,0,1,0,0,0,0,Joy
怀念 逝去 人 思念 健在 人 中秋 撩 起 所有 伤感 情 深处 人 孤独,1,0,0,1,1,0,0,0,Sorrow
有人 说 今天会 很多 人 哭 用 泪水 祭奠 相思,1,0,0,1,1,0,0,0,Sorrow
不眠之夜 亮 着 灯 窗 何止 这,0,0,1,1,0,0,0,0,Anxiety
突然间 很 想 很 想 ……,1,0,0,0,1,0,0,0,Expect
初 识 魅力 ８８１ 我最 孤独 时候 一切都 结束 一个人 进进出出 没有 电视 没有 电脑 没有 声音 甚至 连 噪声 都 没有 让 人 窒息,0,0,0,1,0,0,0,0,Sorrow
就 我将 孤单 面前 一败 涂 地 将要 沉沦 安静 里 时 一个 朋友 送 来 收音机 他 说 虽说 人 成长 过程 忍受 寂寞 但 家里 不 能 没有 声音,0,0,0,1,0,0,0,0,"Anxiety,Sorrow"
他 想 说服 收下 因 他 最 了解 我最 懂 朋友 这 份 盛情 我无 法 拒绝,1,0,0,0,0,0,0,0,Joy
打开 各种 声音 传来 突然 很 熟悉 感觉 悄无声息 袭 来 有时在 路上 会 碰到 悠闲 老人 拿 着 收音机 听 着 依依 呀呀 戏剧,1,0,0,0,0,0,0,0,Love
十几 年 没有 拥有 过 从没 想过 它 会 再次 走 进 我的 生活,0,0,0,0,0,0,1,0,"Joy,Surprise"
狭小 空间 里 终于 又 笑声 歌声 打开 窗户 让 这种 声音 顺着 风 飘远 跟 死气沉沉 氛围 说 拜拜,1,1,0,0,0,1,0,0,Joy
来回 寻找 听到 首 动听 音乐 从小就 对 音乐 执着 热爱 也 只 音乐 能 让 宁静 下来 更 能 疗伤,1,0,0,1,0,0,0,0,"Love,Expect"
就 这样 我认 识 魅力 ８８１ 河南 广播 电台 一档 音乐 节目 喜欢 听 主持人 磁性 声音 喜欢 听 直 刺 心扉 歌曲 喜欢 听 动人 描述 真诚 情感,1,0,0,0,0,0,0,0,"Love,Joy"
清早 醒 来 拧 开 收音机 旋 扭 让 音乐 唤醒 早晨 阳光 夜晚 拥 着 音乐 入眠 伴我 进入 沉沉的 梦乡,1,0,0,0,0,0,0,0,Love
就 这样 我爱 上 ８８１ 执着 爱 直到 现在,1,0,0,0,0,0,0,0,Love
８８１ 陪 着 走过 那段 黑暗 时光 陪 着 咀嚼 本 又 本 书 还 陪 着 寻找 未来 幸福,1,0,0,1,1,0,0,0,"Love,Joy"
当 把 ８８１ 寻 好 音乐 传给 朋友 时 他们 会 惊奇 地 说 你 哪 收集 好 音乐,1,0,0,0,0,0,0,0,Surprise
笑 而 不 答,0,1,0,0,0,0,0,0,Anxiety
音乐 没有 界限 能 超越 时空 距离 带来 永远 感动,1,0,0,0,0,0,0,0,"Love,Joy"
我跟 ８８１ 块 行走 跟 音乐 块 成长 不论 何时 这 都 美好 经历 更加 宝贵 财富,1,0,0,0,0,0,0,0,"Love,Joy"
在跟 ８８１ 共处 日子 里 完善 自已 学会 释放 学会 理解 学会 忍受 更 学会 倾听 把 无价 可贵 情谊 珍藏 心中 还有 感谢 永远,1,0,0,0,0,0,0,0,"Joy,Expect"
为了 孩子 上学 事 今天 又 奔波 天 跑 三 医院 一个 学校 穿着 高跟鞋 脚 已经 不堪重负,0,0,1,1,0,0,0,0,Anxiety
明天 学校 报名 因之 前 遗留 问题 防疫 本 不好 加 章 理由 针 打的 不 全 这个 我也 无可 奈何 一个 县城 要求 郑州 差 远 长途电话 打 给 当 护士 妹妹 她 也 没 办法 因为 她 所 医院 根本 就 没 这种 章,0,0,0,1,0,0,0,0,"Anxiety,Sorrow"
于是 又 换 家 医院 还 存在 侥幸 心理 说不定 这里 医生 没 那么 严 但 又 一次 失望 更 失望 护士 态度 她 好像 刚 受 过 委屈 急于 找 发泄 对象 这时 碰巧 撞 上去 又 或是 她 急于 表达 这个 外行人 面前 优越感 总之 口 气 严 历 表情 冷漠 但 我也 承认 她 说 有理 我以 前 没 把 打 疫苗 看 得 这么 重要 现在 为了 孩子 上学 才 重视 起来 可是 事已至此 她 句 帮 不 你 让 彻底 没 信心,0,0,0,1,0,1,0,0,"Anxiety,Sorrow"
顶 着 烈日 站 街上 想了 一会 给 孩子 同学 妈妈 打 电话 她 给 推荐 一个 医院 听 起来 不 错 于是 我又 赶往 这 医院 下车 走 老远 才 找到 这 位于 街道 最深处 小 医院 可是 楼上 楼下 转 几 圈 也 没 找到 人 打听 人家 周末 不 上班,0,0,0,1,1,0,0,0,"Anxiety,Expect"
又一次 站 街上 理清 思绪 稳定 一下 情绪 这时 最 不 能 乱,0,0,1,0,0,0,0,0,"Love,Joy,Anxiety,Sorrow,Expect,Hate,Surprise,Anger"
眼看 快 五 点 该 想 办法 都 想过 但是 相信 车 山前 必 路 只 不 放弃 很 佩服 耐性 和 冷静 也 可能 所有 事 都 解决 磨练 出 这种 个性 我只 一个 好 结果 正确 渠道 走 不 通 只 能 走 歪门邪道 这种 歪门邪道 虽 不 违背 道义 但 违背 原则 不 提 也罢,0,0,1,0,1,1,0,0,"Sorrow,Hate"
回到 家 扔掉 高跟鞋 倒 床 上 再也不 想 起来 一觉 睡 １０点 多 出去 简单 吃 点 饭 回来 敲 下 这 点 文字 感慨 良多 孩子 上学 难 事 最近 几 年 解决 不 看 新闻 郑州 小学校 缺口 ７０ 多 所 天,0,0,1,1,0,0,1,0,Sorrow
做好 准备 迎接 明天 奔波,0,0,1,0,1,0,0,0,Expect
如今 不管 有钱 没 钱 谱 没谱 都 拽 成 老大,0,0,0,0,0,1,0,0,"Hate,Anger"
首先 申明 本人 绝不 愤青 也 不 见到 什么 都 吼 嗓子 人 相反 比较 沉静 但 对 某些 人 某些 事实 有话 说,0,0,0,0,0,1,0,0,Love
跟 朋友 出去 吃饭 他 总是 怕 照顾 不周 先 让 点菜 点 完 足够 人 食用 他 老先生 非得 再 把 菜谱 浏览 遍 必 加上 两道 结果 钱 花 不 少 菜 也 剩 不 少 我看 着 这些 被 糟踏 饭菜 不仅 心 里 不 爽 看着 他 更 不 爽 如果 使用 暴力 不 犯法 的话 真想 对 他 施 一通 拳脚 问 他 还 浪费 不,0,0,0,0,0,1,0,1,"Sorrow,Anger"
后来 为了 限制 他 下 命令 以后 吃饭 不准 超 五十 元,0,0,0,0,0,0,0,1,Anxiety
他 点 傻眼 说 就 吃 最 简单 套餐 也 不止 这些 钱 呀 说 不 管 超过 你 就 别 吃,0,0,0,0,0,0,0,1,Surprise
不知道 这 属 不 属于 冷 暴力 但 为了 不 浪费 农民 辛苦 种的 粮食 即使 被 对方 称为 母老虎 也 所 不惜,0,0,0,0,0,0,0,1,"Anxiety,Sorrow"
幼儿园 接 孩子 看到 卫生 间 水龙头 一直 不停 流水 天天 如此 终于 天 忍 不 住 问了 老师 水龙头 怎么 老 流水 呀,0,0,1,0,0,0,0,0,Anxiety
这个 问题 很 幼稚 应该 直接 问 水龙头 不 应该 问 老师,0,0,0,0,0,1,0,0,"Anxiety,Expect"
果然 她 轻描淡写 ： 坏,0,0,0,0,0,1,0,0,Surprise
中国 水 太 不 值钱 吨 才 块 每月 交 四 块 钱 会 觉得 很 少 不知 幼儿园 一个 月 多少,0,0,0,0,0,0,0,1,Anxiety
连 自已 交 钱 买 水 都 不 珍惜 所以 强烈 建议 政府 把 水价 调 高 啥 时 跟 油价 一样 看 还 浪费 不,0,0,0,0,1,1,0,1,"Expect,Anger"
提到 水 还有 一个 故事 几 年 前 跟 爱人 出差 住 宾馆 那时 春天 晚上 洗澡 时 宾馆 水 不 太 热 他 就 拼命 地 放水 说 过 会 就 热 眼看 满 浴缸 水 都 被 他 放 光 我就 跟 他 急 不 你家 水 你 就 可以 浪费 吗,0,0,0,0,0,1,0,1,"Anxiety,Anger"
他 居然 说 这 掏钱 买 不用白不用 我把 他 推 出去 说我 就 洗 凉水 因为 我没 权利 浪费 这 属 于 全人类 财富,0,0,0,0,0,1,0,1,Anger
我也 从 没有 自已 花钱 买 东西 可以 过度 消费 观念 住 宾馆 该 熄灯 还是 熄 免费 早餐 该省 还 得 省,0,0,0,0,0,1,0,0,Anxiety
地球 只 一个 资源 总会 枯竭 谁 敢 说 他 能 再造 一个 地球 出来 都 移民 算,0,0,1,0,0,0,0,0,"Anxiety,Sorrow"
每个 人 都 应该 问问 自已 我有 权利 浪费 吗,0,0,0,0,1,0,0,1,"Expect,Anger"
这种 无奈 感觉 以 前 没有 过 因为 前 家里 既 有房 又有 地皮 不过 那 县城 倒 很 容易 当 地主,0,0,0,1,0,0,0,0,Sorrow
来到 郑州 也 一直 没 买房 打算 因此 也没有 无奈 感觉 只是 身边 一群 房 奴 整天 哀声叹气,0,0,0,1,0,0,0,0,"Anxiety,Sorrow"
等到 真正 关注 房价 时 才 发现 房价 涨 速 已 快赶 上 火箭 速度,0,0,0,0,0,0,1,0,"Love,Joy,Anxiety,Sorrow,Expect,Hate,Surprise,Anger"
买房 冲动 来自于 女儿 她 太 希望 我能 给 她 一个 小房子 而且 美美 地 做 着 规划 里面 堆满 胖乎乎 小 娃娃 和 五颜六色 玩具 张 小小 床 她 躺 上面 甜甜地 做梦 她 期盼 眼光 刺 痛 心 于是 我像 着 魔 似的 天天 翻 着 报纸,0,0,1,1,0,0,0,0,"Anxiety,Sorrow,Expect"
突然间 所有 媒体 都 报道 房价 下跌 消息 什么 楼市 进入 冰冻期 消息 每天 都 印 入眼 帘 楼盘 广告 也 一下 多 起来 各种 促销 手段 层出不穷 ： 各种 珍藏 房型 低价 出售 现 交 两万 抵 五万 等,1,0,0,0,0,0,1,0,"Anxiety,Hate"
虽然 眼 被 绕 点 花 但 人们 却 出奇 冷静 和 ２００７年 疯狂 比 起来 尤如 进入 另 一个 世界,0,0,0,0,0,0,1,0,Joy
每当 同事 们 看我 翻 报纸 就 笑 说 千万 别 买 肯定 还 下跌,0,1,0,0,0,0,0,0,Joy
这种 观望 心理 足以 让 地产 商 想 跳楼 大家 都 捂 着 钱 袋子 你 能 有啥 办法,0,1,0,0,0,0,0,0,"Anxiety,Sorrow"
突然 天 一个 房地产 公司 工作 朋友 来 电话 说 他们 楼盘 现在 最后 几 套 小房 型 降价 ８％ 因为 他 关系 可以 降 １０％ 这个 楼盘 位置 不错 这也 算 吸引人 数字 尽管 我对 数字 不 敏感,1,0,0,0,0,0,0,0,Joy
过去 看 房子 五十 平米 不 将近 ２５万 付 过 首 付 每个 月 月 供 也 不 低 我想 起 女儿 小脸 心 里 说 宝贝 房子 买 妈妈 可 没 钱 给 你 买 肯德基 吃,0,0,1,0,0,0,0,0,Sorrow
尽管 售 楼 小姐 电话 频繁 但 实在 不 想 给 自已 那么 大 压力 更 不 想 成为 房 奴 整天 被套 着 枷锁 生活,0,0,0,0,0,1,0,0,"Anxiety,Hate"
房子 没 买 房价 继续 下跌 虽然 还 继续 关注 但 心里 已 荡 不 起 多少 涟漪,0,0,0,0,1,0,0,0,"Anxiety,Sorrow"
但是 今天 陪 一个 朋友 去 看 房 又 让 我有 颇多 感慨,0,0,0,1,0,0,0,0,"Love,Joy,Anxiety,Sorrow,Expect,Hate,Surprise,Anger"
还是 看 那个 楼盘 他 想 买 三室 厅 １５０ 平 左右 跟着 售楼 小姐 穿过 建筑 工地 踩 着 满地 泥水 揭开 房子 面纱 房型 还行 属 高层 楼 距 也 不错 １４０ 多 平,1,0,0,0,0,0,0,0,Expect
只是 这 价 ： １０２万 优惠 不 加 车 没有 装修,0,0,1,0,0,0,0,0,"Love,Joy,Anxiety,Sorrow,Expect,Hate,Surprise,Anger"
我看 着 点 晕,0,0,1,0,0,0,0,0,Anger
回来 车上 朋友 说 不 买房 还是 百万富翁 买 就 穷光蛋,0,0,1,0,0,0,0,0,Sorrow
我没有 期望 这 无奈 何时 结束 更 没 抱 着 房价 一跌 到底 希望 只是 这 跌 也好 涨 也 好 暂时 与我无关 只 能 与 无关,0,0,0,1,0,0,0,0,"Anxiety,Sorrow"
不知为什么 总 想 说些 和 爱 有关 话题 在这 深夜 里 只 能 听见 健 盘 敲打 声 静静 地 很 好 让 一个 足够 优越 思考 空间,1,0,0,0,0,0,0,0,"Love,Expect"
爱 我认为 最 伟大 字眼 万物 繁衍 爱 永恒,1,0,0,0,0,0,0,0,Love
中国 人 内敛 和 委婉 由 来 以久 顽固 很 难 改变 导致 人们 都 不善 表达 最 简单 爱 字 都 羞于 出口,0,0,0,0,0,1,0,0,"Anxiety,Hate"
单位 里 最 经典 故事 就 来自于 主任 他 上学时 暗 恋 女 同学 但 就 不 敢 开口 矜持 让 他 把 这种 感情 一直 带 毕业 也 没 说 对方 自然 不知 他 心意 多少 年 同学 聚会 各自 都 家庭 他 借助 杯 酒 神力 终于 以 玩笑 形式 抒发 出来 ： 当时 喜欢 你 你 知道 吗,1,0,0,0,0,0,0,0,Joy
女 同学 大 睁 着 眼睛 三 字 ： 不 知道,0,0,0,0,0,0,1,0,Anxiety
听到 人 都 拿 这 事 做 为 笑柄 笑过 了事 但 如果 当时 他 说 可能 得到 段 姻缘,0,0,0,1,0,0,0,0,Joy
经常 跟 女儿 说 句 话 就 我爱 你 不管 身边 还是 电话 里 女儿 也 会 用甜 甜 声音 回复 我也 爱 你 都 很 愉悦 都 很 幸福 这种 幸福 不 在于 收获 而 在于 付出 所以 女儿 说 她 班里 最 幸福 孩子,1,1,0,0,0,0,0,0,Joy
擦 肩 而 过 故事会 继续 上演 美好 生活会 展现 给 勇敢 人 当 都 流 连 于 别人 故事 无法 自拔 时 其实 忘 也 可以 创造 那种 美丽 氛围,1,0,0,0,0,0,0,0,"Joy,Expect"
人们 不 敢 说 我爱 你 总怕 遭到 拒绝 但 却 忘 没有 一个 人 不 希望 得到 爱 温暖,1,0,1,0,1,0,0,0,Sorrow
看 过 李 连杰 说 过 句 话 ： 男人 征服 世界 武器 就 微笑 微笑 就 和谐,1,0,0,0,0,0,0,0,"Love,Joy"
每个 人 都 想 生活 和谐 环境 可是 和谐 需要 所有人 去 努力 维护,1,0,0,0,1,0,0,0,"Anxiety,Expect"
爱 征服 所有人 武器,1,0,0,0,0,0,0,0,Love
今天 收拾 屋子 擦 沙发 时 又 看见 那 一道道 深深 划痕,0,0,0,1,0,0,0,0,Sorrow
眼前 又 浮现 出 那 只 活泼 可爱 小猫 来,1,0,0,1,0,0,0,0,"Love,Joy"
心中 居然 没有 一丝 心疼 沙发 被 损坏,0,0,0,0,0,0,1,0,"Sorrow,Surprise"
暑假 天 早晨 太阳 毫不 吝啬 把 他 万道 金光 撒 遍 地球 上 每 一个 角落 而 薄薄的 晨雾 依然 留恋 地面 附近 氤氲 着 多情 地 依偎 小河 水面 上 温柔 地 缠绕 每 棵 蓬勃 树木 周围 倔强 地 不肯 回到 那 冷清 高 空中 去,1,0,0,0,0,0,0,0,"Love,Sorrow"
多 美 一个 早晨,1,0,0,0,0,0,0,0,"Love,Joy"
用力 地 呼吸 着 清新 空气 ． ． ． 神清气爽,1,1,0,0,0,0,0,0,Joy
突然 听到 声 怯 怯 地 叫声 ： 喵 ～ ～ 循声 看 去 只 脏兮兮 小猫 咪 悄悄 地 走 进 我家 怯生生 地 看着 ． ． ． 哦 宝贝,1,0,0,0,0,0,1,0,"Love,Anxiety"
可怜 孩子,1,0,0,1,0,0,0,0,Sorrow
你 怎么会 成 这个 样子 呢 ． 一定 被 谁家 丢弃 夏天 小猫,0,0,0,1,0,0,0,1,Sorrow
蹲 下 来 呼喊 着 咪咪 一边 对 它 做 着 过来 手势 它 居然 就 慢慢 地 靠近 捉住 它 来到 卫生间 开始 给 它 洗澡 ． ． ． 一开始 它 很 害怕 可是 慢慢地 它 变 得 听话 任我 给 它 抹 上 沐浴 露 给 它 搓 去 爪子 上 泥土 ． ． ． 我想 它 被 那些 脏东西 粘住 身上 毛 应该 很 难受 吧,1,0,1,1,0,0,0,0,"Anxiety,Sorrow"
这下 它 看 起来 漂亮 多,1,1,0,0,0,0,0,0,Joy
接下去 给 它 吃 什么 呢,1,0,1,0,1,0,0,0,"Anxiety,Expect"
家里 好 象也 没有 什么 可以 给 它 吃 东西 ． 于是 决定 马 上去 菜市场 买 点 小鱼 ． 把 它 安排 好 就 赶紧 去 趟 菜市 买 点 小鱼 回家 就 炖 熟 然后 就 直接 给 小猫 吃 哈哈 看 它 吃 得 那么 欢快 一定 好久 没有 享受 过 这样 美味 吧,1,1,0,0,0,0,0,0,Joy
或许 有生 以来 第一 顿 大 餐 呢,1,1,0,0,0,0,0,0,Expect
就 这样 它 就 我家 里 安家落户,1,1,0,0,0,0,0,0,Joy
我就 简单 地 叫 它 ＂ 咪咪 ＂ 在我的 精心 照料 下 咪咪 很快 就 变 得 精神 白 倍 特别 活泼 可爱,1,1,0,0,0,0,0,0,"Love,Joy"
　 　 每天 一大 早 它 就 会 屋子 里 到处 疯 玩,1,1,0,0,0,0,0,0,Joy
哧溜 一下 就 顺着 窗帘 窜 上 天花板 丝毫 不 管 窗帘 被 它 抓 出 丝 丝线 头 可怜 地 皱 巴 着,1,0,0,0,0,0,0,1,Sorrow
嘣 嘣 嘣 地 又 滑溜 下 来 从 房间 这 头 蹦 跳 那 头,1,0,0,0,0,0,0,0,Joy
又 干脆 会 跳 上 床 来 你 身上 乱 踩 乱 蹬,1,0,0,0,0,0,0,1,Anxiety
还 会 把 凉席 花边 抓得 惨不忍睹,1,0,0,0,0,0,0,1,Sorrow
如果 我还 不理 它 就 会 来 舔 脸 用 它 软软 肉乎乎 爪子 抓 脚底 让 你 别 想 再睡 懒 觉,1,0,0,0,0,0,0,0,Love
让 你 再没有 一点点 睡意,1,0,0,0,0,0,0,1,"Love,Joy,Anxiety,Sorrow,Expect,Hate,Surprise,Anger"
　 　 它 也 特别 乖 时候,1,0,0,0,0,0,0,0,Love
当 它 饱餐 一顿 美味 就 会 很 惬意 地 伸 懒腰 乖乖 地 回到 它 小 窝 舔 舔 毛 和 爪子 给 洗 把 脸 就 会 眯 上 它 机灵 眼睛 舒舒服服 地 睡 大 觉,1,0,0,0,0,0,0,0,"Love,Joy"
还 不 忘 很 优雅 地 轻轻 打 着 呼噜 呢 ～ ～ ； 有时候 躺 沙发 上 看 书 时 它 就 会 讨好 地 趴 肚子 上 安静 地 陪 着 看 书 呢 ． ． ．,1,1,0,0,0,0,0,0,Love
可是 当 它 午睡 醒 来 就 又 会 疯 上 一会,1,0,0,0,0,0,0,0,Anxiety
沙发 蹿 上 跳 下 还 不时 用 它 小小的 利爪 狠狠 地 抓着 沙发 皮,1,0,0,0,0,0,0,1,"Love,Joy,Anxiety,Sorrow,Expect,Hate,Surprise,Anger"
好端端 把 新 沙发 就 这样 深深 地 累累 伤痕,1,0,0,1,0,0,0,1,Sorrow
如果 我要 追打 它 它 就 以为 我在 逗 它 玩 就 会 更加 疯狂 地上 窜 下跳 满 屋子 地 跑,1,0,1,0,0,0,0,1,Anxiety
真是 拿 它 没有 办法,1,0,1,0,0,0,0,1,Anxiety
其实 我也 没有 真的 生气 感觉 它 那么 富有 生气 给 我家 里 带来 勃勃 生机 为 平添 许多 欢乐,1,1,0,0,0,0,0,0,Joy
虽然 它 也 给我 添 不少 麻烦,1,0,1,0,0,0,0,1,"Joy,Anxiety"
每天 早早 我就 得 起床 都 去 菜市 给 它 买 新鲜 小鱼 去 晚 就 会 卖 完 没有 ； 回家 还 得 给 它 炖鱼 香喷喷 鱼 香味 常常 惹 得 它 围 着 喵喵 叫 ； 每天 还 得 为 它 准备 煤灰 供 它 拉屎 撒尿 而且 它 特别 爱 干净 拉 过 次 煤灰 如果 不 及时 更换 它 绝 不肯去 拉 第二 次,1,0,1,0,0,0,0,0,"Love,Joy"
哼哼,0,0,0,0,0,0,0,1,Anger
它 完全 忘 当初 只 只 被 人 遗弃 流浪 猫,1,0,0,0,0,0,0,0,Sorrow
俨然 一个 高傲 公主,1,0,0,0,0,0,0,0,"Love,Joy,Anxiety,Sorrow,Expect,Hate,Surprise,Anger"
最 让 人 受不了 它 家里 疯 家里 搞 破坏 不 说 还 居然 把 邻居家 阳台 上 花草 也 当成 它 攻击 　 对象,1,0,0,0,0,0,1,1,Anger
那些 花盆 俨然 成 它 运动场,1,0,1,0,0,0,0,1,Love
可怜 盆花 们 让 你们 受 委屈,1,0,0,1,0,0,0,0,Sorrow
没辙 只 能 向 邻居 道歉 并 表示 一定 严厉 管教 我家 淘气包,1,0,1,0,0,0,0,0,"Anxiety,Sorrow"
后来 因为 我要 出 远门 才 过 天 女儿 就 大 电话 诉苦 不 愿意 为 它 洗澡 换 煤灰 而且 邻居 也 意见,0,0,1,0,0,1,0,0,"Anxiety,Sorrow,Anger"
无奈 只 得 同意 女儿 建议 ： 把 它 送给 她 同学 去 养,0,0,0,1,0,0,0,0,"Anxiety,Sorrow"
女儿 反复 强调 她 同学 家里 所有人 都 很 喜欢 猫 他们 保证 一定 会 善待 我家 咪咪,1,0,0,0,1,0,0,0,Love
其实 我也 顾不得 它,0,0,1,1,0,0,0,0,Anxiety
　　　 女儿 告诉我 这只 鬼精灵 咪咪 她 同学 刚刚 走 我家 楼下 时 它 就 不祥 预感,1,0,1,1,0,0,0,0,Anxiety
竟然 怎么 哄 也 不肯 被 女儿 抓到 它,0,0,0,1,0,0,1,0,"Anxiety,Anger"
一阵 酸楚 眼里 热辣辣 东西 ． ． ． 后来 它 终究 还是 被 带走 ． ． ．,0,0,0,1,0,0,0,0,Sorrow
很 长 段 时间 都 时常 女儿 问问 她 同学 ＂ 咪咪 ＂ 过 得 怎样,1,0,1,0,1,0,0,0,Anxiety
长大 没有,1,0,0,0,1,0,0,0,Anxiety
他 父母 是否 喜欢 它,0,0,1,0,1,0,0,0,Anxiety
晚上 睡 哪里,0,0,1,0,1,0,0,0,Anxiety
还是 会 当作 骄傲 公主 吗,1,0,1,0,1,0,0,0,Anxiety
总 种 牵挂,1,0,1,1,0,0,0,0,Love
就象 牵挂 孩子 一样 ． ． ．,1,0,0,1,0,0,0,0,Love
刚 坐定 首 非常 抒情 曲子 缓缓 响 起 餐厅 里 弥漫 着 心 一下 被 抓住 我不 知道 这 首 歌 名字 但 优美 旋律 就 这样 无意中 征服 静静 地 享受 着 音乐 抚慰 透过 玻璃窗 看着 外面 奔波 人 感动 莫名 想 流泪,1,0,0,1,0,0,0,0,Joy
问 一个 服务员 这 什么 歌,0,0,0,0,1,0,0,0,Surprise
喜欢 听 阿桑 寂寞 在唱 歌 她 沙哑 嗓音 总是 轻轻 地 诉说 没有 刻意 没有 造作 现在 又 收获 她 另 首 好 歌,1,1,0,0,0,0,0,0,Joy
一个 朋友 说 音乐 疗伤 药,1,0,0,0,0,0,0,0,Love
但 对 来说 音乐 有时 像 根 刺 安静 空间 里 刺 着 心 当 泪水 不经意 间 流下 时候 我知道 这 感动,1,0,0,1,0,0,0,0,"Joy,Sorrow"
一个 人 可以 伪装 坚强 瓶 瓶 酒 喝 完 可以 说 没 醉 一根根 烟 吸完 也 可以 说 很 快乐 但 音乐 却 可以 剥 去 他 所有 伪装 让 一个 人 脆弱 暴露无遗,1,0,0,0,0,0,0,0,"Joy,Sorrow"
我爱 这些 打动 人 歌曲 一遍遍 执拗 地 听 着 听到 凌晨 五点 抬头 间 才 发觉 天 已 亮,1,0,0,0,0,0,0,0,Love
我把 认为 好 歌 推荐 给 朋友 他们 回复 说 存在 手机 里 天天 听,1,0,0,0,1,0,0,0,Love
好 安慰 真的 希望 音乐 疗伤 药 能 医治 别人 心伤,0,1,0,0,1,0,0,0,Expect
就 像 阿杜 那 首 ａｎｄｙ 里 句 ： 希望 所有 好 朋友 都 能 站 起来,1,0,0,0,1,0,0,0,Expect
当 每个 人 心 都 被 厚厚的 灰尘 笼罩 时候 好 歌 让 人 突然 茫然 里 发现了 还有 爱 还有 情 还有 感动,1,0,0,0,0,0,0,0,"Anxiety,Sorrow"
我爱 逛 花市 去年 买 盆 兰花,1,0,0,0,0,0,0,0,Love
我知道 兰花 不 好 养 买 它 只是 因为 文学 缘故 梅兰 竹菊 兰 最 清雅 古典 文化 少不了 它,1,0,0,0,0,0,0,0,Love
